,level_0,level_1,correlation
713,Q60,Q84_5,0.3115263509424558
714,Q60,Q84_Y,-0.052396477
715,Q60,DRNO_A,0.041343653
716,Q60,DRNO_B,-0.056616949
717,Q60,DRNO_C,0.046449444
718,Q60,DRNO_D,-0.008906398
719,Q60,DHISP_A,-0.004897268
720,Q60,DHISP_B,0.004897268
721,Q60,DDIS_A,-0.010399225
722,Q60,DDIS_B,0.010399225347065395
723,Q60,DAGEGRP_A,0.045373961073258674
724,Q60,DAGEGRP_B,-0.045373961
725,Q60,DSUPER_A,-0.049823196
726,Q60,DSUPER_B,0.049823196391088204
727,Q60,DFEDTEN_A,0.086496429
728,Q60,DFEDTEN_B,-0.078453029
729,Q60,DFEDTEN_C,-0.005938836
730,Q60,DSEX_A,-0.035445489
731,Q60,DSEX_B,0.035445488952256354
732,Q60,DMIL_A,-0.0303969
733,Q60,DMIL_B,0.030396899952377387
734,Q60,DLEAVING,-0.342286319
735,Q71,Q2,0.48818130017408373
736,Q71,Q3,0.41869849212077564
737,Q71,Q4,0.3911911899405119
738,Q71,Q6,0.48913927305095917
739,Q71,Q7,0.3969347020327328
740,Q71,Q46,0.5146266680463778
741,Q71,Q48,0.4151158160969814
742,Q71,Q49,0.4145862231042686
743,Q71,Q50,0.4395461335198503
744,Q71,Q52,0.41853275936270995
745,Q71,Q55,0.505730041
746,Q71,Q56,0.5245705719345772
747,Q71,Q57,0.4854547354724426
748,Q71,Q59,0.4772978426989043
749,Q71,Q60,0.4894745643272801
750,Q71,Q71,1
751,Q71,Q72,0.7575650390721176
752,Q71,Q85,0.4483515473397461
753,Q71,Q86,0.41098544600045833
754,Q71,Q87,0.47947549511512505
755,Q71,Q88,0.40371064519491473
756,Q71,Q89,0.29356753556000464
757,Q71,row_missing_percent,-0.083069551
758,Q71,Q84_1,-0.230835965
759,Q71,Q84_2,-0.12615188
760,Q71,Q84_3,-0.17209244
761,Q71,Q84_4,-0.001725962
762,Q71,Q84_5,0.33666933563157675
763,Q71,Q84_Y,-0.058031009
764,Q71,DRNO_A,-0.05184988
765,Q71,DRNO_B,0.050992164834826985
766,Q71,DRNO_C,-0.002818376
767,Q71,DRNO_D,-0.012944211
768,Q71,DHISP_A,-0.027214728
769,Q71,DHISP_B,0.027214728182167344
770,Q71,DDIS_A,-0.015984283
771,Q71,DDIS_B,0.015984283485332876
772,Q71,DAGEGRP_A,-0.007507398
773,Q71,DAGEGRP_B,0.007507398
774,Q71,DSUPER_A,-0.152797453
775,Q71,DSUPER_B,0.152797453
776,Q71,DFEDTEN_A,-0.00208079
777,Q71,DFEDTEN_B,-0.013714927
778,Q71,DFEDTEN_C,0.016451194
779,Q71,DSEX_A,0.047747113
780,Q71,DSEX_B,-0.047747113
781,Q71,DMIL_A,0.004816033
782,Q71,DMIL_B,-0.004816033
783,Q71,DLEAVING,-0.272878923
784,Q72,Q2,0.5080248015506339
785,Q72,Q3,0.43983588098297577
786,Q72,Q4,0.4139692362945911
787,Q72,Q6,0.48378961819049315
788,Q72,Q7,0.3922763715424062
789,Q72,Q46,0.646228251
790,Q72,Q48,0.552332446
791,Q72,Q49,0.5504815071785184
792,Q72,Q50,0.5848012994124858
793,Q72,Q52,0.5710442649495648
794,Q72,Q55,0.4451094833466882
795,Q72,Q56,0.47033733507443315
796,Q72,Q57,0.4568611240706974
797,Q72,Q59,0.4697953364606913
798,Q72,Q60,0.4213380286817706
799,Q72,Q71,0.7575650390721176
800,Q72,Q72,1
801,Q72,Q85,0.4371252650713135
802,Q72,Q86,0.4124041608679472
803,Q72,Q87,0.46562317646785667
804,Q72,Q88,0.4017364063892771
805,Q72,Q89,0.30927245891185745
806,Q72,row_missing_percent,-0.090101904
807,Q72,Q84_1,-0.228873702
808,Q72,Q84_2,-0.10473229
809,Q72,Q84_3,-0.172085572
810,Q72,Q84_4,-0.018748495
811,Q72,Q84_5,0.3403813321965011
812,Q72,Q84_Y,-0.053936157
813,Q72,DRNO_A,-0.043326668
814,Q72,DRNO_B,0.042314941393523264
815,Q72,DRNO_C,-0.002262302
816,Q72,DRNO_D,-0.010191162
817,Q72,DHISP_A,-0.03073932
818,Q72,DHISP_B,0.030739320024098158
819,Q72,DDIS_A,-0.022981923
820,Q72,DDIS_B,0.022981922899666735
821,Q72,DAGEGRP_A,-0.001276004
822,Q72,DAGEGRP_B,0.001276004
823,Q72,DSUPER_A,-0.151067859
824,Q72,DSUPER_B,0.15106785897925654
825,Q72,DFEDTEN_A,-0.012401899
826,Q72,DFEDTEN_B,-0.005485002
827,Q72,DFEDTEN_C,0.018342455
828,Q72,DSEX_A,0.040270813
829,Q72,DSEX_B,-0.040270813
830,Q72,DMIL_A,-0.000253722
831,Q72,DMIL_B,0.000253722
832,Q72,DLEAVING,-0.268631216
833,Q85,Q2,0.5378643203419486
834,Q85,Q3,0.6931173735294394
835,Q85,Q4,0.4631429705822234
836,Q85,Q6,0.6057511999777572
837,Q85,Q7,0.49189427012156833
838,Q85,Q46,0.4609636014444027
839,Q85,Q48,0.391814975
840,Q85,Q49,0.36849814600418623
841,Q85,Q50,0.40586656552200684
842,Q85,Q52,0.3888166211837944
843,Q85,Q55,0.5432116941514925
844,Q85,Q56,0.49868020256802087
845,Q85,Q57,0.48513585192299263
846,Q85,Q59,0.45226043729855786
847,Q85,Q60,0.530109828
848,Q85,Q71,0.4483515473397461
849,Q85,Q72,0.4371252650713135
850,Q85,Q85,1
851,Q85,Q86,0.8250534524606556
852,Q85,Q87,0.763913991
853,Q85,Q88,0.6440135648960367
854,Q85,Q89,0.44106544215555027
855,Q85,row_missing_percent,-0.07269395
856,Q85,Q84_1,-0.181021422
857,Q85,Q84_2,-0.095239032
858,Q85,Q84_3,-0.124092105
859,Q85,Q84_4,-0.002976273
860,Q85,Q84_5,0.3408478784063906
861,Q85,Q84_Y,-0.115545169
862,Q85,DRNO_A,0.010768894075655306
863,Q85,DRNO_B,-0.016001455
864,Q85,DRNO_C,0.019094995676184067
865,Q85,DRNO_D,-0.008599147
866,Q85,DHISP_A,0.018373496495016503
867,Q85,DHISP_B,-0.018373496
868,Q85,DDIS_A,0.009892162
869,Q85,DDIS_B,-0.009892162
870,Q85,DAGEGRP_A,-0.046306978
871,Q85,DAGEGRP_B,0.046306978
872,Q85,DSUPER_A,-0.123749886
873,Q85,DSUPER_B,0.12374988578767812
874,Q85,DFEDTEN_A,0.007339393
875,Q85,DFEDTEN_B,-0.046696903
876,Q85,DFEDTEN_C,0.041348162458355146
877,Q85,DSEX_A,-0.014444812
878,Q85,DSEX_B,0.014444812196272862
879,Q85,DMIL_A,0.009930911
880,Q85,DMIL_B,-0.009930911
881,Q85,DLEAVING,-0.380559757
882,Q86,Q2,0.5003849959582142
883,Q86,Q3,0.7345747705103718
884,Q86,Q4,0.47455348590954055
885,Q86,Q6,0.5842255933844241
886,Q86,Q7,0.5161781151149997
887,Q86,Q46,0.4495699996824635
888,Q86,Q48,0.3943913912847895
889,Q86,Q49,0.37343390149440575
890,Q86,Q50,0.4005434596682673
891,Q86,Q52,0.38331500253672357
892,Q86,Q55,0.487399907
893,Q86,Q56,0.4552088617059565
894,Q86,Q57,0.4612023686410255
895,Q86,Q59,0.4215580922387841
896,Q86,Q60,0.4834500421646612
897,Q86,Q71,0.41098544600045833
898,Q86,Q72,0.4124041608679472
899,Q86,Q85,0.8250534524606556
900,Q86,Q86,1
901,Q86,Q87,0.7277449325534551
902,Q86,Q88,0.6651033833990267
903,Q86,Q89,0.48236452
904,Q86,row_missing_percent,-0.061704178
905,Q86,Q84_1,-0.187327052
906,Q86,Q84_2,-0.084221485
907,Q86,Q84_3,-0.128954063
908,Q86,Q84_4,-0.024525681
909,Q86,Q84_5,0.3104258063370986
910,Q86,Q84_Y,-0.070573118
911,Q86,DRNO_A,-0.0014958
912,Q86,DRNO_B,-0.00061638
913,Q86,DRNO_C,0.013638654892875109
914,Q86,DRNO_D,-0.013635058
915,Q86,DHISP_A,0.004891193
916,Q86,DHISP_B,-0.004891193
917,Q86,DDIS_A,-0.004787058
918,Q86,DDIS_B,0.004787058
919,Q86,DAGEGRP_A,-0.042932447
920,Q86,DAGEGRP_B,0.042932447103482096
921,Q86,DSUPER_A,-0.120579843
922,Q86,DSUPER_B,0.1205798426860225
923,Q86,DFEDTEN_A,-0.010478926
924,Q86,DFEDTEN_B,-0.040493292
925,Q86,DFEDTEN_C,0.052979983
926,Q86,DSEX_A,-0.009324759
927,Q86,DSEX_B,0.009324759
928,Q86,DMIL_A,-0.009362284
929,Q86,DMIL_B,0.009362284
930,Q86,DLEAVING,-0.351791249
931,Q87,Q2,0.5423937495313363
932,Q87,Q3,0.6234524049067827
933,Q87,Q4,0.4612318724151296
934,Q87,Q6,0.5784988308848171
935,Q87,Q7,0.48501722663501917
936,Q87,Q46,0.4718457030223117
937,Q87,Q48,0.41350617875533374
938,Q87,Q49,0.3872769027653312
939,Q87,Q50,0.42434498211931115
940,Q87,Q52,0.3979201990720192
941,Q87,Q55,0.5616824693210114
942,Q87,Q56,0.5369696106464834
943,Q87,Q57,0.49904620871976385
944,Q87,Q59,0.48397957049447465
945,Q87,Q60,0.5622266777849644
946,Q87,Q71,0.47947549511512505
947,Q87,Q72,0.46562317646785667
948,Q87,Q85,0.763913991
949,Q87,Q86,0.7277449325534551
950,Q87,Q87,1
951,Q87,Q88,0.6799615544744486
952,Q87,Q89,0.44901476851671707
953,Q87,row_missing_percent,-0.079474392
954,Q87,Q84_1,-0.203854762
955,Q87,Q84_2,-0.093062579
956,Q87,Q84_3,-0.135203034
957,Q87,Q84_4,-0.001559557
958,Q87,Q84_5,0.3310389285240276
959,Q87,Q84_Y,-0.095444007
960,Q87,DRNO_A,-0.012503203
961,Q87,DRNO_B,0.00772983
962,Q87,DRNO_C,0.016449692
963,Q87,DRNO_D,-0.014688843
964,Q87,DHISP_A,-0.001001848
965,Q87,DHISP_B,0.001001848
966,Q87,DDIS_A,-0.006557818
967,Q87,DDIS_B,0.006557818
968,Q87,DAGEGRP_A,-0.048582191
969,Q87,DAGEGRP_B,0.048582191
970,Q87,DSUPER_A,-0.137604371
971,Q87,DSUPER_B,0.13760437051457375
972,Q87,DFEDTEN_A,-0.029193344
973,Q87,DFEDTEN_B,-0.035539597
974,Q87,DFEDTEN_C,0.066829366
975,Q87,DSEX_A,-0.008283549
976,Q87,DSEX_B,0.008283549
977,Q87,DMIL_A,-0.02709931
978,Q87,DMIL_B,0.027099309550530845
979,Q87,DLEAVING,-0.370172233
980,Q88,Q2,0.4377790997515343
981,Q88,Q3,0.5401283090142281
982,Q88,Q4,0.3861731248549249
983,Q88,Q6,0.4583438861972851
984,Q88,Q7,0.48927669625405684
985,Q88,Q46,0.3928197989887912
986,Q88,Q48,0.3267199842002274
987,Q88,Q49,0.3123702225193326
988,Q88,Q50,0.32751518448856565
989,Q88,Q52,0.2952261793639621
990,Q88,Q55,0.44263674267603076
991,Q88,Q56,0.4442658736095652
992,Q88,Q57,0.4537248724805515
993,Q88,Q59,0.3728808297384809
994,Q88,Q60,0.46314437640506506
995,Q88,Q71,0.40371064519491473
996,Q88,Q72,0.4017364063892771
997,Q88,Q85,0.6440135648960367
998,Q88,Q86,0.6651033833990267
999,Q88,Q87,0.6799615544744486
1000,Q88,Q88,1
1001,Q88,Q89,0.6189641564964251
1002,Q88,row_missing_percent,-0.068354495
1003,Q88,Q84_1,-0.172417183
1004,Q88,Q84_2,-0.083006952
1005,Q88,Q84_3,-0.139838423
1006,Q88,Q84_4,-0.045998228
1007,Q88,Q84_5,0.30231152827583574
1008,Q88,Q84_Y,-0.043552019
1009,Q88,DRNO_A,-0.019729144
1010,Q88,DRNO_B,0.025378035074984102
1011,Q88,DRNO_C,-0.008716331
1012,Q88,DRNO_D,-0.009785149
1013,Q88,DHISP_A,-0.010816561
1014,Q88,DHISP_B,0.010816561309919965
1015,Q88,DDIS_A,0.006992153
1016,Q88,DDIS_B,-0.006992153
1017,Q88,DAGEGRP_A,-0.005154259
1018,Q88,DAGEGRP_B,0.005154259
1019,Q88,DSUPER_A,-0.13228019
1020,Q88,DSUPER_B,0.13228019008042444
1021,Q88,DFEDTEN_A,0.005244275
1022,Q88,DFEDTEN_B,-0.032473624
1023,Q88,DFEDTEN_C,0.028611326524031255
1024,Q88,DSEX_A,-0.007792106
1025,Q88,DSEX_B,0.007792106
1026,Q88,DMIL_A,-0.038336371
1027,Q88,DMIL_B,0.038336371
1028,Q88,DLEAVING,-0.257880786
1029,Q89,Q2,0.29083636089070697
1030,Q89,Q3,0.3795724879242423
1031,Q89,Q4,0.26157568943435006
1032,Q89,Q6,0.29505298652200257
1033,Q89,Q7,0.36405633308897833
1034,Q89,Q46,0.28592816339960825
1035,Q89,Q48,0.241269612
1036,Q89,Q49,0.23693818092483393
1037,Q89,Q50,0.22491181381675177
1038,Q89,Q52,0.1987901775543047
1039,Q89,Q55,0.3022828164424915
1040,Q89,Q56,0.3131138911681969
1041,Q89,Q57,0.3115148454521004
1042,Q89,Q59,0.2331390262363122
1043,Q89,Q60,0.318788187
1044,Q89,Q71,0.29356753556000464
1045,Q89,Q72,0.30927245891185745
1046,Q89,Q85,0.44106544215555027
1047,Q89,Q86,0.48236452
1048,Q89,Q87,0.44901476851671707
1049,Q89,Q88,0.6189641564964251
1050,Q89,Q89,1
1051,Q89,row_missing_percent,-0.05993639
1052,Q89,Q84_1,-0.094719084
1053,Q89,Q84_2,-0.036037026
1054,Q89,Q84_3,-0.12506216
1055,Q89,Q84_4,-0.111967002
1056,Q89,Q84_5,0.27507253394930836
1057,Q89,Q84_Y,-0.012397341
1058,Q89,DRNO_A,-0.023103145
1059,Q89,DRNO_B,0.030809913042646953
1060,Q89,DRNO_C,-0.014162387
1061,Q89,DRNO_D,-0.00888251
1062,Q89,DHISP_A,0.002643813
1063,Q89,DHISP_B,-0.002643813
1064,Q89,DDIS_A,0.031139406503260986
1065,Q89,DDIS_B,-0.031139407
1066,Q89,DAGEGRP_A,0.047658036
1067,Q89,DAGEGRP_B,-0.047658036
1068,Q89,DSUPER_A,-0.078425862
1069,Q89,DSUPER_B,0.078425862
1070,Q89,DFEDTEN_A,0.043481545
1071,Q89,DFEDTEN_B,-0.028352655
1072,Q89,DFEDTEN_C,-0.014572622
1073,Q89,DSEX_A,-0.012639665
1074,Q89,DSEX_B,0.012639664806369353
1075,Q89,DMIL_A,-0.030835053
1076,Q89,DMIL_B,0.030835053296754344
1077,Q89,DLEAVING,-0.140872068
1078,row_missing_percent,Q2,-0.107655193
1079,row_missing_percent,Q3,-0.058626146
1080,row_missing_percent,Q4,-0.07324991
1081,row_missing_percent,Q6,-0.098749583
1082,row_missing_percent,Q7,-0.052087199
1083,row_missing_percent,Q46,-0.10627381
1084,row_missing_percent,Q48,-0.104214358
1085,row_missing_percent,Q49,-0.112579816
1086,row_missing_percent,Q50,-0.11440109
1087,row_missing_percent,Q52,-0.088824708
1088,row_missing_percent,Q55,-0.094000549
1089,row_missing_percent,Q56,-0.109657764
1090,row_missing_percent,Q57,-0.084740431
1091,row_missing_percent,Q59,-0.100298181
1092,row_missing_percent,Q60,-0.086998216
1093,row_missing_percent,Q71,-0.083069551
1094,row_missing_percent,Q72,-0.090101904
1095,row_missing_percent,Q85,-0.07269395
1096,row_missing_percent,Q86,-0.061704178
1097,row_missing_percent,Q87,-0.079474392
1098,row_missing_percent,Q88,-0.068354495
1099,row_missing_percent,Q89,-0.05993639
1100,row_missing_percent,row_missing_percent,1
1101,row_missing_percent,Q84_1,0.051044197
1102,row_missing_percent,Q84_2,0.041128341
1103,row_missing_percent,Q84_3,0.029375297153928368
1104,row_missing_percent,Q84_4,-0.018372229
1105,row_missing_percent,Q84_5,-0.030971506
1106,row_missing_percent,Q84_Y,-0.005727441
1107,row_missing_percent,DRNO_A,-0.14226624
1108,row_missing_percent,DRNO_B,0.19263911982057974
1109,row_missing_percent,DRNO_C,-0.088757235
1110,row_missing_percent,DRNO_D,-0.060023771
1111,row_missing_percent,DHISP_A,-0.03837538
1112,row_missing_percent,DHISP_B,0.03837538
1113,row_missing_percent,DDIS_A,-0.055615847
1114,row_missing_percent,DDIS_B,0.055615846941796894
1115,row_missing_percent,DAGEGRP_A,-0.109849109
1116,row_missing_percent,DAGEGRP_B,0.10984910884954414
1117,row_missing_percent,DSUPER_A,-0.087934223
1118,row_missing_percent,DSUPER_B,0.087934223
1119,row_missing_percent,DFEDTEN_A,-0.039451601
1120,row_missing_percent,DFEDTEN_B,0.049913274
1121,row_missing_percent,DFEDTEN_C,-0.01206107
1122,row_missing_percent,DSEX_A,0.1834904695530286
1123,row_missing_percent,DSEX_B,-0.18349047
1124,row_missing_percent,DMIL_A,0.063466152
1125,row_missing_percent,DMIL_B,-0.063466152
1126,row_missing_percent,DLEAVING,0.072480794
1127,Q84_1,Q2,-0.233121365
1128,Q84_1,Q3,-0.204029252
1129,Q84_1,Q4,-0.208431907
1130,Q84_1,Q6,-0.239996143
1131,Q84_1,Q7,-0.198017609
1132,Q84_1,Q46,-0.254428503
1133,Q84_1,Q48,-0.250354896
1134,Q84_1,Q49,-0.248762869
1135,Q84_1,Q50,-0.256424622
1136,Q84_1,Q52,-0.240670194
1137,Q84_1,Q55,-0.217584638
1138,Q84_1,Q56,-0.237861535
1139,Q84_1,Q57,-0.227284677
1140,Q84_1,Q59,-0.260066782
1141,Q84_1,Q60,-0.218533325
1142,Q84_1,Q71,-0.230835965
1143,Q84_1,Q72,-0.228873702
1144,Q84_1,Q85,-0.181021422
1145,Q84_1,Q86,-0.187327052
1146,Q84_1,Q87,-0.203854762
1147,Q84_1,Q88,-0.172417183
1148,Q84_1,Q89,-0.094719084
1149,Q84_1,row_missing_percent,0.051044197
1150,Q84_1,Q84_1,1
1151,Q84_1,Q84_2,-0.024122637
1152,Q84_1,Q84_3,-0.052839497
1153,Q84_1,Q84_4,-0.082243573
1154,Q84_1,Q84_5,-0.077525303
1155,Q84_1,Q84_Y,-0.125995712
1156,Q84_1,DRNO_A,0.003178737
1157,Q84_1,DRNO_B,0.000546834
1158,Q84_1,DRNO_C,-0.007564333
1159,Q84_1,DRNO_D,0.001919758
1160,Q84_1,DHISP_A,0.022061841575262673
1161,Q84_1,DHISP_B,-0.022061842
1162,Q84_1,DDIS_A,0.10994167155994296
1163,Q84_1,DDIS_B,-0.109941672
1164,Q84_1,DAGEGRP_A,-0.013136908
1165,Q84_1,DAGEGRP_B,0.013136907878870651
1166,Q84_1,DSUPER_A,0.029086734211933155
1167,Q84_1,DSUPER_B,-0.029086734
1168,Q84_1,DFEDTEN_A,-0.013688566
1169,Q84_1,DFEDTEN_B,0.024546923249779588
1170,Q84_1,DFEDTEN_C,-0.011740437
1171,Q84_1,DSEX_A,-0.016125236
1172,Q84_1,DSEX_B,0.016125235868231856
1173,Q84_1,DMIL_A,-0.002650101
1174,Q84_1,DMIL_B,0.002650101
1175,Q84_1,DLEAVING,0.15925609854516198
1176,Q84_2,Q2,-0.136957274
1177,Q84_2,Q3,-0.094388858
1178,Q84_2,Q4,-0.110469697
1179,Q84_2,Q6,-0.127811665
1180,Q84_2,Q7,-0.098982007
1181,Q84_2,Q46,-0.141185013
1182,Q84_2,Q48,-0.110978167
1183,Q84_2,Q49,-0.110051996
1184,Q84_2,Q50,-0.107419566
1185,Q84_2,Q52,-0.110408724
1186,Q84_2,Q55,-0.126192412
1187,Q84_2,Q56,-0.133086255
1188,Q84_2,Q57,-0.146126336
1189,Q84_2,Q59,-0.141716646
1190,Q84_2,Q60,-0.135216272
1191,Q84_2,Q71,-0.12615188
1192,Q84_2,Q72,-0.10473229
1193,Q84_2,Q85,-0.095239032
1194,Q84_2,Q86,-0.084221485
1195,Q84_2,Q87,-0.093062579
1196,Q84_2,Q88,-0.083006952
1197,Q84_2,Q89,-0.036037026
1198,Q84_2,row_missing_percent,0.041128341
1199,Q84_2,Q84_1,-0.024122637
1200,Q84_2,Q84_2,1
1201,Q84_2,Q84_3,-0.055565558
1202,Q84_2,Q84_4,-0.086486629
1203,Q84_2,Q84_5,-0.081524937
1204,Q84_2,Q84_Y,-0.132495999
1205,Q84_2,DRNO_A,-0.026136408
1206,Q84_2,DRNO_B,0.017766165300269046
1207,Q84_2,DRNO_C,-0.002810478
1208,Q84_2,DRNO_D,0.015560522296135618
1209,Q84_2,DHISP_A,0.012977301012122706
1210,Q84_2,DHISP_B,-0.012977301
1211,Q84_2,DDIS_A,0.061192109499332535
1212,Q84_2,DDIS_B,-0.061192109
1213,Q84_2,DAGEGRP_A,-0.008749812
1214,Q84_2,DAGEGRP_B,0.008749812
1215,Q84_2,DSUPER_A,0.036518588
1216,Q84_2,DSUPER_B,-0.036518588
1217,Q84_2,DFEDTEN_A,-0.015471403
1218,Q84_2,DFEDTEN_B,0.027508846280729964
1219,Q84_2,DFEDTEN_C,-0.013023766
1220,Q84_2,DSEX_A,0.004789237
1221,Q84_2,DSEX_B,-0.004789237
1222,Q84_2,DMIL_A,0.024012952
1223,Q84_2,DMIL_B,-0.024012952
1224,Q84_2,DLEAVING,0.1056200062610713
1225,Q84_3,Q2,-0.165647074
1226,Q84_3,Q3,-0.134627594
1227,Q84_3,Q4,-0.121742639
1228,Q84_3,Q6,-0.150186561
1229,Q84_3,Q7,-0.147265207
1230,Q84_3,Q46,-0.172347659
1231,Q84_3,Q48,-0.165863455
1232,Q84_3,Q49,-0.156661449
1233,Q84_3,Q50,-0.15382962
1234,Q84_3,Q52,-0.145794595
1235,Q84_3,Q55,-0.156395065
1236,Q84_3,Q56,-0.175068168
1237,Q84_3,Q57,-0.159720726
1238,Q84_3,Q59,-0.150794771
1239,Q84_3,Q60,-0.155505122
1240,Q84_3,Q71,-0.17209244
1241,Q84_3,Q72,-0.172085572
1242,Q84_3,Q85,-0.124092105
1243,Q84_3,Q86,-0.128954063
1244,Q84_3,Q87,-0.135203034
1245,Q84_3,Q88,-0.139838423
1246,Q84_3,Q89,-0.12506216
1247,Q84_3,row_missing_percent,0.029375297153928368
1248,Q84_3,Q84_1,-0.052839497
1249,Q84_3,Q84_2,-0.055565558
1250,Q84_3,Q84_3,1
1251,Q84_3,Q84_4,-0.189444876
1252,Q84_3,Q84_5,-0.178576524
1253,Q84_3,Q84_Y,-0.290226229
1254,Q84_3,DRNO_A,0.041489413
1255,Q84_3,DRNO_B,-0.03863189
1256,Q84_3,DRNO_C,-0.003086563
1257,Q84_3,DRNO_D,0.012063456627891146
1258,Q84_3,DHISP_A,0.039187781483224535
1259,Q84_3,DHISP_B,-0.039187781
1260,Q84_3,DDIS_A,0.07261571
1261,Q84_3,DDIS_B,-0.07261571
1262,Q84_3,DAGEGRP_A,-0.05500228
1263,Q84_3,DAGEGRP_B,0.05500228
1264,Q84_3,DSUPER_A,0.043240896576728236
1265,Q84_3,DSUPER_B,-0.043240897
1266,Q84_3,DFEDTEN_A,-0.005638658
1267,Q84_3,DFEDTEN_B,0.003588051
1268,Q84_3,DFEDTEN_C,0.001982485
1269,Q84_3,DSEX_A,-0.00694535
1270,Q84_3,DSEX_B,0.00694535
1271,Q84_3,DMIL_A,0.028551709
1272,Q84_3,DMIL_B,-0.028551709
1273,Q84_3,DLEAVING,0.10710861671578571
1274,Q84_4,Q2,-0.018676343
1275,Q84_4,Q3,-0.011338501
1276,Q84_4,Q4,-0.027228194
1277,Q84_4,Q6,-0.013344888
1278,Q84_4,Q7,-0.042554341
1279,Q84_4,Q46,0.001344498
1280,Q84_4,Q48,-0.004265767
1281,Q84_4,Q49,-0.006382332
1282,Q84_4,Q50,0.005160764
1283,Q84_4,Q52,0.024457077767624843
1284,Q84_4,Q55,0.006752227
1285,Q84_4,Q56,-0.009523477
1286,Q84_4,Q57,-0.013260199
1287,Q84_4,Q59,0.012855883940451288
1288,Q84_4,Q60,0.002697771
1289,Q84_4,Q71,-0.001725962
1290,Q84_4,Q72,-0.018748495
1291,Q84_4,Q85,-0.002976273
1292,Q84_4,Q86,-0.024525681
1293,Q84_4,Q87,-0.001559557
1294,Q84_4,Q88,-0.045998228
1295,Q84_4,Q89,-0.111967002
1296,Q84_4,row_missing_percent,-0.018372229
1297,Q84_4,Q84_1,-0.082243573
1298,Q84_4,Q84_2,-0.086486629
1299,Q84_4,Q84_3,-0.189444876
1300,Q84_4,Q84_4,1
1301,Q84_4,Q84_5,-0.277950628
1302,Q84_4,Q84_Y,-0.45173106
1303,Q84_4,DRNO_A,0.064957827
1304,Q84_4,DRNO_B,-0.056719231
1305,Q84_4,DRNO_C,0.005569239
1306,Q84_4,DRNO_D,-0.004777278
1307,Q84_4,DHISP_A,0.031165848526633493
1308,Q84_4,DHISP_B,-0.031165849
1309,Q84_4,DDIS_A,0.035167588
1310,Q84_4,DDIS_B,-0.035167588
1311,Q84_4,DAGEGRP_A,-0.027754298
1312,Q84_4,DAGEGRP_B,0.027754298127424384
1313,Q84_4,DSUPER_A,0.014566797893738187
1314,Q84_4,DSUPER_B,-0.014566798
1315,Q84_4,DFEDTEN_A,-0.017298506
1316,Q84_4,DFEDTEN_B,-0.016981516
1317,Q84_4,DFEDTEN_C,0.035337726
1318,Q84_4,DSEX_A,-0.012258705
1319,Q84_4,DSEX_B,0.012258704793859716
1320,Q84_4,DMIL_A,0.034480052
1321,Q84_4,DMIL_B,-0.034480052
1322,Q84_4,DLEAVING,-0.005309546
1323,Q84_5,Q2,0.3078795446999566
1324,Q84_5,Q3,0.27126621264475015
1325,Q84_5,Q4,0.28194867562454556
1326,Q84_5,Q6,0.3156356515316877
1327,Q84_5,Q7,0.26867080918535513
1328,Q84_5,Q46,0.3019859540990605
1329,Q84_5,Q48,0.2640564047802192
1330,Q84_5,Q49,0.2542236374372207
1331,Q84_5,Q50,0.2558490094976335
1332,Q84_5,Q52,0.22904800827424485
1333,Q84_5,Q55,0.3352553127151522
1334,Q84_5,Q56,0.32248745887908664
1335,Q84_5,Q57,0.31956311207806765
1336,Q84_5,Q59,0.27102644340632703
1337,Q84_5,Q60,0.3115263509424558
1338,Q84_5,Q71,0.33666933563157675
1339,Q84_5,Q72,0.3403813321965011
1340,Q84_5,Q85,0.3408478784063906
1341,Q84_5,Q86,0.3104258063370986
1342,Q84_5,Q87,0.3310389285240276
1343,Q84_5,Q88,0.30231152827583574
1344,Q84_5,Q89,0.27507253394930836
1345,Q84_5,row_missing_percent,-0.030971506
1346,Q84_5,Q84_1,-0.077525303
1347,Q84_5,Q84_2,-0.081524937
1348,Q84_5,Q84_3,-0.178576524
1349,Q84_5,Q84_4,-0.277950628
1350,Q84_5,Q84_5,1
1351,Q84_5,Q84_Y,-0.425815488
1352,Q84_5,DRNO_A,0.028971799361600974
1353,Q84_5,DRNO_B,-0.032552046
1354,Q84_5,DRNO_C,0.019457730068681355
1355,Q84_5,DRNO_D,-0.006645485
1356,Q84_5,DHISP_A,0.001936114
1357,Q84_5,DHISP_B,-0.001936114
1358,Q84_5,DDIS_A,0.089242712
1359,Q84_5,DDIS_B,-0.089242712
1360,Q84_5,DAGEGRP_A,0.011728661191746008
1361,Q84_5,DAGEGRP_B,-0.011728661
1362,Q84_5,DSUPER_A,-0.063093944
1363,Q84_5,DSUPER_B,0.063093944
1364,Q84_5,DFEDTEN_A,0.04324448
1365,Q84_5,DFEDTEN_B,-0.023464149
1366,Q84_5,DFEDTEN_C,-0.019441339
1367,Q84_5,DSEX_A,0.052310075329324024
1368,Q84_5,DSEX_B,-0.052310075
1369,Q84_5,DMIL_A,0.041768088
1370,Q84_5,DMIL_B,-0.041768088
1371,Q84_5,DLEAVING,-0.147231109
1372,Q84_Y,Q2,-0.019797441
1373,Q84_Y,Q3,-0.037684616
1374,Q84_Y,Q4,-0.034688614
1375,Q84_Y,Q6,-0.041343053
1376,Q84_Y,Q7,-0.00128202
